cell_sig	resource_meta	MORE	LESS	net	essential_axes	essential_axes_list	c_sex	c_age	c_ownership_status	c_ancestry	c_residence	c_wealth	period3
*/Adult/Free/Foreign/Resident/*	Right to dispose of property	1	0	1	6	c_sex, c_age, c_ownership_status, c_ancestry, c_residence, c_wealth	any	adult	free	foreign	resident	any	P1: Classical Greek (500–360 BCE)
*/Adult/Free/Native/Resident/*	Access to religious rites	1	0	1	6	c_sex, c_age, c_ownership_status, c_ancestry, c_residence, c_wealth	any	adult	free	native	resident	unspecified	P1: Classical Greek (500–360 BCE)
*/Minor/Free/*/Resident/*	Access to the gymnasium	1	0	1	6	c_sex, c_age, c_ownership_status, c_ancestry, c_residence, c_wealth	any	minor	free	unspecified	resident	any	P1: Classical Greek (500–360 BCE)
*/Minor/Free/Native/Resident/*	Protection from capital punishment	2	1	1	6	c_sex, c_age, c_ownership_status, c_ancestry, c_residence, c_wealth	any	minor	free	native	resident	unspecified	P1: Classical Greek (500–360 BCE)
*/Minor/Free/Native/Resident/*	Protection from corporal punishment	1	0	1	6	c_sex, c_age, c_ownership_status, c_ancestry, c_residence, c_wealth	any	minor	free	native	resident	unspecified	P1: Classical Greek (500–360 BCE)
Female/*/*/*/Resident/*	Access to religious rites	1	0	1	6	c_sex, c_age, c_ownership_status, c_ancestry, c_residence, c_wealth	female	any	any	unspecified	resident	any	P1: Classical Greek (500–360 BCE)
Female/*/*/*/Resident/*	Right to address the assembly	1	0	1	6	c_sex, c_age, c_ownership_status, c_ancestry, c_residence, c_wealth	female	any	any	unspecified	resident	any	P1: Classical Greek (500–360 BCE)
Female/*/Free/Native/Resident/*	Right to a dowry	1	0	1	6	c_sex, c_age, c_ownership_status, c_ancestry, c_residence, c_wealth	female	any	free	native	resident	any	P1: Classical Greek (500–360 BCE)
Female/Adult/*/*/*/*	Right to own property	1	0	1	6	c_sex, c_age, c_ownership_status, c_ancestry, c_residence, c_wealth	female	adult	any	any	any	any	P1: Classical Greek (500–360 BCE)
Female/Adult/Free/*/Resident/*	Right to retain property	1	0	1	6	c_sex, c_age, c_ownership_status, c_ancestry, c_residence, c_wealth	female	adult	free	unspecified	resident	any	P1: Classical Greek (500–360 BCE)
Male/Adult/*/*/*/*	Eligibility for public office	1	0	1	6	c_sex, c_age, c_ownership_status, c_ancestry, c_residence, c_wealth	male	adult	any	any	any	any	P1: Classical Greek (500–360 BCE)
Male/Adult/*/*/*/*	Political power	1	0	1	6	c_sex, c_age, c_ownership_status, c_ancestry, c_residence, c_wealth	male	adult	any	any	any	any	P1: Classical Greek (500–360 BCE)
Male/Adult/*/*/*/*	Right to citizenship	1	0	1	6	c_sex, c_age, c_ownership_status, c_ancestry, c_residence, c_wealth	male	adult	any	any	any	any	P1: Classical Greek (500–360 BCE)
Male/Adult/Enslaved/Foreign/Resident/Low	Political power	1	0	1	6	c_sex, c_age, c_ownership_status, c_ancestry, c_residence, c_wealth	male	adult	enslaved	foreign	resident	low	P1: Classical Greek (500–360 BCE)
Male/Adult/Free/*/*/*	Right to citizenship	1	0	1	6	c_sex, c_age, c_ownership_status, c_ancestry, c_residence, c_wealth	male	adult	free	unspecified	any	any	P1: Classical Greek (500–360 BCE)
Male/Adult/Free/*/Resident/Low	Access to religious rites	1	0	1	6	c_sex, c_age, c_ownership_status, c_ancestry, c_residence, c_wealth	male	adult	free	any	resident	low	P1: Classical Greek (500–360 BCE)
Male/Adult/Free/*/Resident/Middle	Right to valid professional opinion	1	0	1	6	c_sex, c_age, c_ownership_status, c_ancestry, c_residence, c_wealth	male	adult	free	any	resident	middle	P1: Classical Greek (500–360 BCE)
Male/Adult/Free/Native/Resident/*	Access to the gymnasium	1	0	1	6	c_sex, c_age, c_ownership_status, c_ancestry, c_residence, c_wealth	male	adult	free	native	resident	any	P1: Classical Greek (500–360 BCE)
Male/Adult/Free/Native/Resident/*	Right to address the assembly	2	1	1	6	c_sex, c_age, c_ownership_status, c_ancestry, c_residence, c_wealth	male	adult	free	native	resident	any	P1: Classical Greek (500–360 BCE)
Male/Adult/Free/Native/Resident/*	Right to adopt	2	1	1	6	c_sex, c_age, c_ownership_status, c_ancestry, c_residence, c_wealth	male	adult	free	native	resident	any	P1: Classical Greek (500–360 BCE)
Male/Adult/Free/Native/Resident/*	Right to bodily autonomy	1	0	1	6	c_sex, c_age, c_ownership_status, c_ancestry, c_residence, c_wealth	male	adult	free	native	resident	any	P1: Classical Greek (500–360 BCE)
Male/Adult/Free/Native/Resident/*	Right to free speech	1	0	1	6	c_sex, c_age, c_ownership_status, c_ancestry, c_residence, c_wealth	male	adult	free	native	resident	any	P1: Classical Greek (500–360 BCE)
Male/Adult/Free/Native/Resident/High	Exemption from military service	1	0	1	6	c_sex, c_age, c_ownership_status, c_ancestry, c_residence, c_wealth	male	adult	free	native	resident	high	P1: Classical Greek (500–360 BCE)
Male/Elder/Free/*/Resident/*	Political power	1	0	1	6	c_sex, c_age, c_ownership_status, c_ancestry, c_residence, c_wealth	male	elder	free	unspecified	resident	unspecified	P1: Classical Greek (500–360 BCE)
Male/Adult/Free/Native/Resident/*	Eligibility for public office	8	0	8	5	c_sex, c_age, c_ownership_status, c_ancestry, c_residence	male	adult	free	native	resident	any	P1: Classical Greek (500–360 BCE)
Male/Adult/Free/Native/Resident/*	Political power	5	1	4	5	c_sex, c_age, c_ownership_status, c_residence, c_wealth	male	adult	free	native	resident	any	P1: Classical Greek (500–360 BCE)
Male/Adult/Free/Native/Resident/High	Eligibility for public office	4	0	4	5	c_sex, c_age, c_ownership_status, c_ancestry, c_residence	male	adult	free	native	resident	high	P1: Classical Greek (500–360 BCE)
Male/*/Free/*/Resident/*	Right to inherit property	3	0	3	5	c_sex, c_age, c_ownership_status, c_residence, c_wealth	male	any	free	any	resident	any	P1: Classical Greek (500–360 BCE)
*/*/Enslaved/*/Resident/Low	Right to a legal trial	2	0	2	5	c_sex, c_age, c_ownership_status, c_residence, c_wealth	any	any	enslaved	any	resident	low	P1: Classical Greek (500–360 BCE)
Female/*/*/*/Resident/*	Right to bodily autonomy	2	0	2	5	c_age, c_ownership_status, c_ancestry, c_residence, c_wealth	female	any	any	unspecified	resident	any	P1: Classical Greek (500–360 BCE)
Male/Adult/Free/Native/Resident/*	Access to public honors	2	0	2	5	c_sex, c_ownership_status, c_ancestry, c_residence, c_wealth	male	adult	free	native	resident	any	P1: Classical Greek (500–360 BCE)
*/*/*/*/Resident/*	Right to bodily autonomy	1	0	1	5	c_age, c_ownership_status, c_ancestry, c_residence, c_wealth	any	any	any	unspecified	resident	any	P1: Classical Greek (500–360 BCE)
*/*/Enslaved/Foreign/Resident/Low	Right to a legal trial	1	0	1	5	c_sex, c_age, c_ownership_status, c_residence, c_wealth	any	any	enslaved	foreign	resident	low	P1: Classical Greek (500–360 BCE)
*/*/Free/Native/*/*	Right to inherit property	1	0	1	5	c_age, c_ownership_status, c_ancestry, c_residence, c_wealth	any	any	free	native	unspecified	any	P1: Classical Greek (500–360 BCE)
Male/*/Free/*/Resident/*	Political power	1	0	1	5	c_sex, c_ownership_status, c_ancestry, c_residence, c_wealth	male	any	free	any	resident	any	P1: Classical Greek (500–360 BCE)
Male/Adult/Free/*/Resident/*	Exemption from manual labor	1	0	1	5	c_sex, c_age, c_ownership_status, c_residence, c_wealth	male	adult	free	any	resident	any	P1: Classical Greek (500–360 BCE)
Male/Adult/Free/*/Resident/*	Protection from corporal punishment	1	0	1	5	c_sex, c_age, c_ownership_status, c_residence, c_wealth	male	adult	free	any	resident	any	P1: Classical Greek (500–360 BCE)
Male/Adult/Free/*/Resident/*	Right to dispose of property	1	0	1	5	c_sex, c_age, c_ownership_status, c_residence, c_wealth	male	adult	free	unspecified	resident	any	P1: Classical Greek (500–360 BCE)
Male/Adult/Free/*/Resident/Middle	Right to retain own earnings	1	0	1	5	c_sex, c_age, c_ownership_status, c_residence, c_wealth	male	adult	free	any	resident	middle	P1: Classical Greek (500–360 BCE)
Male/Adult/Free/Foreign/Resident/Middle	Right to retain own earnings	1	0	1	5	c_sex, c_age, c_ownership_status, c_residence, c_wealth	male	adult	free	foreign	resident	middle	P1: Classical Greek (500–360 BCE)
Male/Adult/Free/Native/Resident/*	Exemption from manual labor	1	0	1	5	c_sex, c_age, c_ownership_status, c_residence, c_wealth	male	adult	free	native	resident	any	P1: Classical Greek (500–360 BCE)
Male/Adult/Free/Native/Resident/*	Protection from corporal punishment	2	1	1	5	c_sex, c_age, c_ownership_status, c_residence, c_wealth	male	adult	free	native	resident	any	P1: Classical Greek (500–360 BCE)
Male/Adult/Free/Native/Resident/*	Protection from public libel	1	0	1	5	c_sex, c_age, c_ownership_status, c_ancestry, c_residence	male	adult	free	native	resident	any	P1: Classical Greek (500–360 BCE)
Male/Adult/Free/Native/Resident/*	Right to dispose of property	1	0	1	5	c_sex, c_age, c_ownership_status, c_residence, c_wealth	male	adult	free	native	resident	any	P1: Classical Greek (500–360 BCE)
Male/Adult/Free/Native/Resident/*	Right to inherit property	1	0	1	5	c_sex, c_ownership_status, c_ancestry, c_residence, c_wealth	male	adult	free	native	resident	any	P1: Classical Greek (500–360 BCE)
Male/Adult/Free/Native/Resident/High	Protection from public libel	1	0	1	5	c_sex, c_age, c_ownership_status, c_ancestry, c_residence	male	adult	free	native	resident	high	P1: Classical Greek (500–360 BCE)
Male/Minor/Free/Native/Resident/*	Access to public honors	1	0	1	5	c_sex, c_ownership_status, c_ancestry, c_residence, c_wealth	male	minor	free	native	resident	any	P1: Classical Greek (500–360 BCE)
Male/*/Free/Native/*/*	Right to inherit property	1	0	1	4	c_age, c_ownership_status, c_ancestry, c_wealth	male	any	free	native	unspecified	any	P1: Classical Greek (500–360 BCE)
Male/Adult/Free/*/Resident/*	Political power	1	0	1	4	c_sex, c_ownership_status, c_residence, c_wealth	male	adult	free	any	resident	any	P1: Classical Greek (500–360 BCE)
Male/*/Free/Native/Resident/*	Right to inherit property	3	0	3	3	c_sex, c_ownership_status, c_wealth	male	any	free	native	resident	any	P1: Classical Greek (500–360 BCE)
Male/Adult/Free/Native/Resident/*	Political power	9	0	9	6	c_sex, c_age, c_ownership_status, c_ancestry, c_residence, c_wealth	male	adult	free	native	resident	any	P2: Late Classical (354–165 BCE)
Male/Adult/Free/Native/Resident/*	Right to a legal trial	8	0	8	6	c_sex, c_age, c_ownership_status, c_ancestry, c_residence, c_wealth	male	adult	free	native	resident	any	P2: Late Classical (354–165 BCE)
Male/Adult/Free/Native/Resident/*	Protection from enslavement	3	0	3	6	c_sex, c_age, c_ownership_status, c_ancestry, c_residence, c_wealth	male	adult	free	native	resident	any	P2: Late Classical (354–165 BCE)
*/*/Enslaved/*/Resident/Low	Right to retain own earnings	2	0	2	6	c_sex, c_age, c_ownership_status, c_ancestry, c_residence, c_wealth	any	any	enslaved	any	resident	low	P2: Late Classical (354–165 BCE)
*/*/Free/Foreign/*/*	Access to public honors	2	0	2	6	c_sex, c_age, c_ownership_status, c_ancestry, c_residence, c_wealth	any	any	free	foreign	unspecified	any	P2: Late Classical (354–165 BCE)
*/Minor/Free/Native/Resident/*	Exemption from taxes	2	0	2	6	c_sex, c_age, c_ownership_status, c_ancestry, c_residence, c_wealth	any	minor	free	native	resident	unspecified	P2: Late Classical (354–165 BCE)
Female/*/*/*/Resident/*	Right to a dowry	2	0	2	6	c_sex, c_age, c_ownership_status, c_ancestry, c_residence, c_wealth	female	any	any	unspecified	resident	any	P2: Late Classical (354–165 BCE)
Male/Adult/Free/Native/Resident/*	Protection from arbitrary banishment	2	0	2	6	c_sex, c_age, c_ownership_status, c_ancestry, c_residence, c_wealth	male	adult	free	native	resident	any	P2: Late Classical (354–165 BCE)
Male/Adult/Free/Native/Resident/*	Right to bear arms	3	1	2	6	c_sex, c_age, c_ownership_status, c_ancestry, c_residence, c_wealth	male	adult	free	native	resident	any	P2: Late Classical (354–165 BCE)
Male/Adult/Free/Native/Resident/*	Right to freedom of movement	2	0	2	6	c_sex, c_age, c_ownership_status, c_ancestry, c_residence, c_wealth	male	adult	free	native	resident	any	P2: Late Classical (354–165 BCE)
*/*/*/Foreign/*/*	Protection from enslavement	1	0	1	6	c_sex, c_age, c_ownership_status, c_ancestry, c_residence, c_wealth	any	any	any	foreign	any	any	P2: Late Classical (354–165 BCE)
*/*/*/Foreign/Resident/*	Access to the gymnasium	1	0	1	6	c_sex, c_age, c_ownership_status, c_ancestry, c_residence, c_wealth	any	any	any	foreign	resident	unspecified	P2: Late Classical (354–165 BCE)
*/*/Enslaved/*/Resident/Low	Protection from capital punishment	1	0	1	6	c_sex, c_age, c_ownership_status, c_ancestry, c_residence, c_wealth	any	any	enslaved	any	resident	low	P2: Late Classical (354–165 BCE)
*/*/Enslaved/*/Resident/Low	Right to a legal trial	1	0	1	6	c_sex, c_age, c_ownership_status, c_ancestry, c_residence, c_wealth	any	any	enslaved	any	resident	low	P2: Late Classical (354–165 BCE)
*/*/Free/*/*/*	Exemption from manual labor	1	0	1	6	c_sex, c_age, c_ownership_status, c_ancestry, c_residence, c_wealth	any	any	free	any	any	any	P2: Late Classical (354–165 BCE)
*/*/Free/*/Resident/*	Political power	1	0	1	6	c_sex, c_age, c_ownership_status, c_ancestry, c_residence, c_wealth	any	any	free	any	resident	any	P2: Late Classical (354–165 BCE)
*/*/Free/*/Resident/*	Right to vote in the Ekklesia	1	0	1	6	c_sex, c_age, c_ownership_status, c_ancestry, c_residence, c_wealth	any	any	free	any	resident	any	P2: Late Classical (354–165 BCE)
*/*/Free/*/Resident/High	Right to inherit property	1	0	1	6	c_sex, c_age, c_ownership_status, c_ancestry, c_residence, c_wealth	any	any	free	unspecified	resident	high	P2: Late Classical (354–165 BCE)
*/*/Free/*/Resident/Low	Exemption from compulsory public financing	1	0	1	6	c_sex, c_age, c_ownership_status, c_ancestry, c_residence, c_wealth	any	any	free	unspecified	resident	low	P2: Late Classical (354–165 BCE)
*/*/Free/*/Resident/Low	Exemption from public service financing	1	0	1	6	c_sex, c_age, c_ownership_status, c_ancestry, c_residence, c_wealth	any	any	free	unspecified	resident	low	P2: Late Classical (354–165 BCE)
*/*/Free/*/Resident/Low	Political power	1	0	1	6	c_sex, c_age, c_ownership_status, c_ancestry, c_residence, c_wealth	any	any	free	unspecified	resident	low	P2: Late Classical (354–165 BCE)
*/*/Free/*/Resident/Low	Protection from corporal punishment	1	0	1	6	c_sex, c_age, c_ownership_status, c_ancestry, c_residence, c_wealth	any	any	free	unspecified	resident	low	P2: Late Classical (354–165 BCE)
*/*/Free/*/Resident/Low	Right to own property	1	0	1	6	c_sex, c_age, c_ownership_status, c_ancestry, c_residence, c_wealth	any	any	free	unspecified	resident	low	P2: Late Classical (354–165 BCE)
*/*/Free/*/Resident/Low	Right to retain own earnings	1	0	1	6	c_sex, c_age, c_ownership_status, c_ancestry, c_residence, c_wealth	any	any	free	unspecified	resident	low	P2: Late Classical (354–165 BCE)
*/*/Free/Foreign/*/*	Exemption from taxes	1	0	1	6	c_sex, c_age, c_ownership_status, c_ancestry, c_residence, c_wealth	any	any	free	foreign	unspecified	any	P2: Late Classical (354–165 BCE)
*/*/Free/Foreign/*/*	Right to a legal trial	1	0	1	6	c_sex, c_age, c_ownership_status, c_ancestry, c_residence, c_wealth	any	any	free	foreign	unspecified	any	P2: Late Classical (354–165 BCE)
*/*/Free/Foreign/*/*	Right to retain own earnings	1	0	1	6	c_sex, c_age, c_ownership_status, c_ancestry, c_residence, c_wealth	any	any	free	foreign	unspecified	any	P2: Late Classical (354–165 BCE)
*/*/Free/Foreign/*/*	Right to vote in the Ekklesia	1	0	1	6	c_sex, c_age, c_ownership_status, c_ancestry, c_residence, c_wealth	any	any	free	foreign	unspecified	any	P2: Late Classical (354–165 BCE)
*/*/Free/Native/Non resident/*	Protection from arbitrary banishment	1	0	1	6	c_sex, c_age, c_ownership_status, c_ancestry, c_residence, c_wealth	any	any	free	native	non_resident	any	P2: Late Classical (354–165 BCE)
*/*/Free/Native/Non resident/*	Protection from capital punishment	1	0	1	6	c_sex, c_age, c_ownership_status, c_ancestry, c_residence, c_wealth	any	any	free	native	non_resident	any	P2: Late Classical (354–165 BCE)
*/*/Free/Native/Resident/High	Access to public honors	1	0	1	6	c_sex, c_age, c_ownership_status, c_ancestry, c_residence, c_wealth	any	any	free	native	resident	high	P2: Late Classical (354–165 BCE)
*/*/Free/Native/Resident/High	Political power	1	0	1	6	c_sex, c_age, c_ownership_status, c_ancestry, c_residence, c_wealth	any	any	free	native	resident	high	P2: Late Classical (354–165 BCE)
*/Adult/*/*/Resident/Low	Access to religious rites	1	0	1	6	c_sex, c_age, c_ownership_status, c_ancestry, c_residence, c_wealth	any	adult	any	any	resident	low	P2: Late Classical (354–165 BCE)
*/Adult/Free/*/*/High	Right to a legal trial	1	0	1	6	c_sex, c_age, c_ownership_status, c_ancestry, c_residence, c_wealth	any	adult	free	unspecified	unspecified	high	P2: Late Classical (354–165 BCE)
*/Adult/Free/*/*/Middle	Right to own property	1	0	1	6	c_sex, c_age, c_ownership_status, c_ancestry, c_residence, c_wealth	any	adult	free	unspecified	unspecified	middle	P2: Late Classical (354–165 BCE)
*/Adult/Free/*/*/Middle	Right to retain property	1	0	1	6	c_sex, c_age, c_ownership_status, c_ancestry, c_residence, c_wealth	any	adult	free	unspecified	unspecified	middle	P2: Late Classical (354–165 BCE)
*/Adult/Free/*/Resident/High	Access to public honors	1	0	1	6	c_sex, c_age, c_ownership_status, c_ancestry, c_residence, c_wealth	any	adult	free	unspecified	resident	high	P2: Late Classical (354–165 BCE)
*/Adult/Free/*/Resident/High	Political power	2	1	1	6	c_sex, c_age, c_ownership_status, c_ancestry, c_residence, c_wealth	any	adult	free	unspecified	resident	high	P2: Late Classical (354–165 BCE)
*/Adult/Free/*/Resident/Middle	Right to a legal trial	1	0	1	6	c_sex, c_age, c_ownership_status, c_ancestry, c_residence, c_wealth	any	adult	free	unspecified	resident	middle	P2: Late Classical (354–165 BCE)
*/Adult/Free/Foreign/Resident/*	Protection from capital punishment	1	0	1	6	c_sex, c_age, c_ownership_status, c_ancestry, c_residence, c_wealth	any	adult	free	foreign	resident	any	P2: Late Classical (354–165 BCE)
*/Adult/Free/Native/Resident/Low	Access to religious rites	1	0	1	6	c_sex, c_age, c_ownership_status, c_ancestry, c_residence, c_wealth	any	adult	free	native	resident	low	P2: Late Classical (354–165 BCE)
*/Adult/Free/Native/Resident/Low	Access to the gymnasium	1	0	1	6	c_sex, c_age, c_ownership_status, c_ancestry, c_residence, c_wealth	any	adult	free	native	resident	low	P2: Late Classical (354–165 BCE)
*/Elder/*/*/*/*	Right to speak first in assembly	1	0	1	6	c_sex, c_age, c_ownership_status, c_ancestry, c_residence, c_wealth	any	elder	any	unspecified	any	any	P2: Late Classical (354–165 BCE)
*/Minor/Free/Native/Resident/*	Access to public honors	2	1	1	6	c_sex, c_age, c_ownership_status, c_ancestry, c_residence, c_wealth	any	minor	free	native	resident	unspecified	P2: Late Classical (354–165 BCE)
*/Minor/Free/Native/Resident/*	Access to the gymnasium	1	0	1	6	c_sex, c_age, c_ownership_status, c_ancestry, c_residence, c_wealth	any	minor	free	native	resident	unspecified	P2: Late Classical (354–165 BCE)
*/Minor/Free/Native/Resident/*	Right to citizenship	1	0	1	6	c_sex, c_age, c_ownership_status, c_ancestry, c_residence, c_wealth	any	minor	free	native	resident	unspecified	P2: Late Classical (354–165 BCE)
*/Minor/Free/Native/Resident/Low	Right to bear arms	1	0	1	6	c_sex, c_age, c_ownership_status, c_ancestry, c_residence, c_wealth	any	minor	free	native	resident	low	P2: Late Classical (354–165 BCE)
Female/*/*/*/Resident/*	Right to own property	1	0	1	6	c_sex, c_age, c_ownership_status, c_ancestry, c_residence, c_wealth	female	any	any	unspecified	resident	any	P2: Late Classical (354–165 BCE)
Female/*/Free/Native/Resident/High	Right to a legal trial	1	0	1	6	c_sex, c_age, c_ownership_status, c_ancestry, c_residence, c_wealth	female	any	free	native	resident	high	P2: Late Classical (354–165 BCE)
